865,jewel,10,jewel,10
870,jewel,10,jewel,10
875,jewel,10,jewel,10
880,jewel,10,jewel,10
885,jewel,10,jewel,10
890,jewel,10,jewel,10
895,jewel,10,jewel,10
900,jewel,10,jewel,10
905,jewel,10,jewel,10
910,jewel,10,jewel,10
915,jewel,10,jewel,10
920,jewel,10,jewel,10
925,jewel,10,jewel,10
930,jewel,10,jewel,10
935,jewel,10,jewel,10
940,jewel,10,jewel,10
945,jewel,10,jewel,10
950,jewel,10,jewel,10
955,jewel,10,jewel,10
960,jewel,10,jewel,10
965,jewel,11,jewel,11
970,jewel,11,jewel,11
975,jewel,11,jewel,11
980,jewel,11,jewel,11
985,jewel,11,jewel,11
990,jewel,11,jewel,11
995,jewel,11,jewel,11
1000,jewel,11,jewel,11
1005,jewel,11,jewel,11
1010,jewel,11,jewel,11
1015,jewel,11,jewel,11
1020,jewel,11,jewel,11
1025,jewel,11,jewel,11
1030,jewel,11,jewel,11
1035,jewel,11,jewel,11
1040,jewel,11,jewel,11
1045,jewel,11,jewel,11
1050,jewel,11,jewel,11
1055,jewel,11,jewel,11
1060,jewel,11,jewel,11
1065,jewel,11,jewel,11
1070,jewel,11,jewel,11
1075,jewel,11,jewel,11
1080,jewel,11,jewel,11
1085,jewel,12,jewel,12
1090,jewel,12,jewel,12
1095,jewel,12,jewel,12
1100,jewel,12,jewel,12
1105,jewel,12,jewel,12
1110,jewel,12,jewel,12
1115,jewel,12,jewel,12
1120,jewel,12,jewel,12
1125,jewel,12,jewel,12
1130,jewel,12,jewel,12
1135,jewel,12,jewel,12
1140,jewel,12,jewel,12
1145,jewel,12,jewel,12
1150,jewel,12,jewel,12
1155,jewel,12,jewel,12
1160,jewel,12,jewel,12
1165,jewel,12,jewel,12
1170,jewel,12,jewel,12
1175,jewel,12,jewel,12
1180,jewel,12,jewel,12
1185,jewel,12,jewel,12
1190,jewel,12,jewel,12
1195,jewel,12,jewel,12
2000,jewel,12,jewel,12,pusher,1
2000,wizard,2,guardian,2,ghost,2
2000,wizard,3,boneman,3,smoker,3
